id,numTel,etat,type de carte,Date d'activation,date d'expiration,date inscription,user,uptime,location,status
256,+33345745673,inactive,prepaid,2024-02-27,2025-02-26,2024-02-24,bgimenez,124h,Oujda,offline
257,+33164019688,active,postpaid,2025-04-10,2026-04-10,2025-03-24,maggie74,445h,Fès,offline
258,0188471137,inactive,prepaid,2024-07-12,2025-07-12,2024-07-04,bourgeoiseric,39h,Rabat,online
259,+33(0)369631145,inactive,postpaid,2025-02-10,2026-02-10,2025-01-12,josephine03,372h,Marrakech,online
260,0367787698,active,postpaid,2025-03-06,2026-03-06,2025-03-02,lucyrocher,101h,Marrakech,online
261,0586464335,suspended,prepaid,2023-12-04,2024-12-03,2023-11-09,jeanhoareau,90h,Kenitra,offline
262,+33(0)362626715,suspended,postpaid,2023-11-12,2024-11-11,2023-10-18,sebastien93,348h,Agadir,offline
263,0251003512,inactive,prepaid,2023-07-03,2024-07-02,2023-06-28,daniel54,240h,Kenitra,offline
264,0638288129,inactive,prepaid,2025-02-02,2026-02-02,2025-01-07,dupontjeannine,180h,Rabat,offline
265,0449445317,inactive,prepaid,2025-02-22,2026-02-22,2025-02-07,hmerle,29h,Agadir,offline
266,+33182644805,suspended,prepaid,2025-03-13,2026-03-13,2025-03-10,duhamellaurent,314h,Oujda,offline
267,0565636558,suspended,prepaid,2025-02-17,2026-02-17,2025-01-29,regniermarine,230h,Tanger,offline
268,0130503049,inactive,prepaid,2024-05-17,2025-05-17,2024-04-27,mathildeclement,490h,Casablanca,offline
269,0484965566,inactive,prepaid,2024-11-13,2025-11-13,2024-11-09,emilieaubry,258h,Marrakech,online
270,+33(0)246498655,suspended,postpaid,2023-11-25,2024-11-24,2023-11-17,suzanne71,224h,Marrakech,offline
271,0252769685,inactive,postpaid,2024-01-22,2025-01-21,2024-01-10,imichel,209h,Agadir,online
272,0469024545,suspended,postpaid,2024-06-17,2025-06-17,2024-05-22,ollivierchristelle,33h,Agadir,online
273,0351974219,suspended,postpaid,2024-09-13,2025-09-13,2024-08-26,margaud46,145h,Fès,online
274,+33631154327,active,prepaid,2024-08-15,2025-08-15,2024-08-04,ipruvost,469h,Agadir,offline
275,0638418799,suspended,postpaid,2023-06-27,2024-06-26,2023-06-06,ledouxmarguerite,66h,Rabat,offline
276,0358578742,inactive,postpaid,2023-10-01,2024-09-30,2023-09-13,alixlemonnier,416h,Marrakech,online
277,+33(0)244999465,suspended,postpaid,2025-01-12,2026-01-12,2024-12-22,allainagnes,260h,Agadir,online
278,+33(0)423272995,inactive,prepaid,2024-12-12,2025-12-12,2024-11-30,henrietteperret,486h,Tanger,offline
279,0386926626,inactive,prepaid,2024-10-01,2025-10-01,2024-09-06,claudine85,115h,Marrakech,online
280,0532782266,inactive,prepaid,2023-04-22,2024-04-21,2023-04-19,allainrenee,259h,Casablanca,offline
281,+33(0)276173119,suspended,prepaid,2023-09-16,2024-09-15,2023-08-18,lucymonnier,305h,Oujda,online
282,+33(0)487810056,active,prepaid,2023-06-02,2024-06-01,2023-05-27,renardjoseph,369h,Kenitra,online
283,+33(0)352399116,inactive,prepaid,2023-05-03,2024-05-02,2023-04-19,timothee91,496h,Kenitra,offline
284,0176462336,suspended,postpaid,2024-02-20,2025-02-19,2024-01-26,legendrecaroline,119h,Tanger,offline
285,0139421568,inactive,prepaid,2024-04-11,2025-04-11,2024-03-16,colettepons,188h,Kenitra,offline
286,+33(0)449588834,inactive,postpaid,2023-05-07,2024-05-06,2023-04-12,lloiseau,257h,Oujda,online
287,+33(0)179263485,active,prepaid,2024-06-02,2025-06-02,2024-05-06,cbarthelemy,446h,Fès,online
288,+33(0)370807649,inactive,postpaid,2024-07-25,2025-07-25,2024-07-04,victoiremartel,283h,Rabat,online
289,0235842520,active,prepaid,2023-09-23,2024-09-22,2023-09-13,vlamy,139h,Kenitra,online
290,+33(0)322295354,inactive,prepaid,2023-11-22,2024-11-21,2023-10-26,etienneleblanc,484h,Tanger,offline
291,+33389268963,inactive,prepaid,2023-09-14,2024-09-13,2023-08-16,jcousin,212h,Casablanca,offline
292,0146495648,inactive,prepaid,2023-06-12,2024-06-11,2023-05-26,clairefaivre,197h,Rabat,offline
293,+33(0)519976653,active,postpaid,2024-12-12,2025-12-12,2024-12-04,marthe21,476h,Rabat,offline
294,+33344932433,active,prepaid,2024-07-12,2025-07-12,2024-06-16,maurylaurence,19h,Fès,offline
295,0176863730,active,postpaid,2023-09-18,2024-09-17,2023-08-26,juliejean,229h,Casablanca,online
296,+33626634822,inactive,prepaid,2025-01-02,2026-01-02,2025-01-01,diazchantal,427h,Marrakech,offline
297,+33794654390,inactive,prepaid,2024-02-02,2025-02-01,2024-01-29,wbodin,154h,Rabat,online
298,+33(0)219313846,inactive,postpaid,2023-05-20,2024-05-19,2023-05-12,samsonolivie,32h,Rabat,offline
299,0178943016,suspended,prepaid,2024-03-07,2025-03-07,2024-02-16,agnes86,323h,Tanger,online
300,0540426774,inactive,prepaid,2024-03-31,2025-03-31,2024-03-21,amelie90,314h,Agadir,online
301,+33388924022,inactive,prepaid,2024-04-15,2025-04-15,2024-03-27,martinemartineau,340h,Rabat,offline
302,0411292209,suspended,prepaid,2024-05-12,2025-05-12,2024-05-09,ebrunet,199h,Kenitra,online
303,+33297238157,inactive,postpaid,2024-02-22,2025-02-21,2024-02-01,edouard82,129h,Casablanca,offline
304,+33(0)257226341,active,postpaid,2024-05-10,2025-05-10,2024-04-14,gilletmargaux,123h,Rabat,offline
305,0147309184,active,postpaid,2023-12-03,2024-12-02,2023-11-28,bregnier,279h,Agadir,online
306,0540791088,suspended,postpaid,2024-08-28,2025-08-28,2024-08-01,pmuller,356h,Kenitra,online
307,0586858960,active,prepaid,2023-09-17,2024-09-16,2023-08-22,fauremarianne,366h,Kenitra,online
308,+33(0)252972667,active,prepaid,2025-03-28,2026-03-28,2025-03-18,richardlagarde,405h,Tanger,online
309,+33488168600,inactive,postpaid,2023-05-30,2024-05-29,2023-05-19,baudrybertrand,417h,Kenitra,offline
310,+33(0)533396757,suspended,prepaid,2023-10-07,2024-10-06,2023-10-05,agnesaubry,146h,Agadir,online
311,0384709103,suspended,postpaid,2023-04-27,2024-04-26,2023-03-30,xleroy,139h,Rabat,offline
312,0170563578,inactive,postpaid,2024-12-16,2025-12-16,2024-12-02,xthibault,458h,Oujda,offline
313,0637831937,inactive,postpaid,2023-09-14,2024-09-13,2023-09-08,denisephilippe,188h,Fès,online
314,0246296964,inactive,prepaid,2023-09-16,2024-09-15,2023-08-23,alex74,220h,Marrakech,offline
315,+33156594317,active,prepaid,2025-04-09,2026-04-09,2025-03-29,bernard98,167h,Fès,offline
316,0160139982,suspended,postpaid,2024-06-19,2025-06-19,2024-06-04,claireseguin,85h,Kenitra,offline
317,0483317736,active,postpaid,2025-04-04,2026-04-04,2025-03-20,bcourtois,314h,Oujda,offline
318,0466486970,active,prepaid,2023-10-17,2024-10-16,2023-09-26,marie90,343h,Oujda,offline
319,+33(0)442173010,suspended,prepaid,2024-10-02,2025-10-02,2024-09-15,alvesdominique,487h,Casablanca,online
320,+33(0)646234015,suspended,postpaid,2024-07-11,2025-07-11,2024-06-13,aimeefischer,17h,Marrakech,online
321,0554255933,suspended,postpaid,2024-01-13,2025-01-12,2024-01-05,edith31,185h,Oujda,online
322,+33581185322,active,postpaid,2025-01-14,2026-01-14,2024-12-25,lecomtemarc,485h,Agadir,offline
323,+33240606025,active,prepaid,2023-11-09,2024-11-08,2023-10-25,gilletsophie,271h,Agadir,offline
324,0181829146,suspended,postpaid,2024-03-30,2025-03-30,2024-03-19,josetteblanchard,127h,Rabat,online
325,0547482956,active,postpaid,2025-02-16,2026-02-16,2025-01-23,aimee69,265h,Oujda,online
326,+33321535055,inactive,postpaid,2023-07-11,2024-07-10,2023-07-02,odette70,109h,Fès,offline
327,+33(0)366426444,active,prepaid,2024-10-13,2025-10-13,2024-10-06,wloiseau,436h,Rabat,offline
328,+33383576618,suspended,postpaid,2023-12-12,2024-12-11,2023-12-06,cbodin,44h,Agadir,offline
329,+33(0)482915231,active,postpaid,2025-02-08,2026-02-08,2025-01-16,le-rouxalain,456h,Fès,online
330,0146147032,suspended,prepaid,2024-10-22,2025-10-22,2024-09-29,perezlucie,406h,Agadir,online
331,+33269624811,active,prepaid,2024-12-25,2025-12-25,2024-12-21,mercieradelaide,121h,Kenitra,online
332,+33(0)798812144,suspended,postpaid,2023-12-24,2024-12-23,2023-12-12,blemaire,239h,Marrakech,online
333,+33(0)582337080,inactive,postpaid,2023-06-12,2024-06-11,2023-06-09,gregoire02,367h,Kenitra,offline
334,+33(0)279703123,inactive,prepaid,2023-07-03,2024-07-02,2023-06-08,weissmargaux,64h,Agadir,online
335,+33(0)322363720,inactive,postpaid,2024-05-11,2025-05-11,2024-04-26,marceldufour,65h,Marrakech,online
336,+33(0)484251119,suspended,prepaid,2024-11-29,2025-11-29,2024-11-15,wpascal,425h,Rabat,online
337,0581740545,active,prepaid,2025-04-01,2026-04-01,2025-03-22,maillardsusanne,165h,Tanger,offline
338,0321492483,inactive,prepaid,2024-05-01,2025-05-01,2024-04-14,zdumont,128h,Tanger,offline
339,0555027156,suspended,postpaid,2024-09-26,2025-09-26,2024-09-21,luc71,314h,Rabat,online
340,+33(0)143423034,suspended,prepaid,2024-02-07,2025-02-06,2024-01-19,blegrand,87h,Agadir,online
341,0559895096,active,prepaid,2024-05-22,2025-05-22,2024-04-25,rene15,23h,Fès,online
342,0279701312,suspended,postpaid,2024-10-25,2025-10-25,2024-09-30,mperez,316h,Casablanca,offline
343,+33516753298,suspended,postpaid,2024-12-06,2025-12-06,2024-11-07,isabelleda-silva,328h,Fès,offline
344,0389319658,suspended,postpaid,2025-03-23,2026-03-23,2025-03-15,maurice58,152h,Kenitra,online
345,0553876389,active,prepaid,2023-11-06,2024-11-05,2023-10-14,dominique65,225h,Oujda,offline
346,+33457447204,active,postpaid,2023-11-21,2024-11-20,2023-11-06,denise74,310h,Marrakech,offline
347,0371799050,suspended,postpaid,2024-05-08,2025-05-08,2024-04-10,mauricelucas,375h,Agadir,offline
348,0376184229,inactive,prepaid,2024-07-05,2025-07-05,2024-06-30,catherine93,163h,Tanger,offline
349,+33(0)536610237,inactive,postpaid,2024-10-20,2025-10-20,2024-10-16,lesageeric,126h,Marrakech,online
350,0245455926,inactive,postpaid,2024-06-24,2025-06-24,2024-06-22,ruizmonique,442h,Oujda,online
351,+33380750326,active,postpaid,2023-09-24,2024-09-23,2023-08-27,rousseaulouise,478h,Agadir,online
352,0356332268,active,postpaid,2023-07-21,2024-07-20,2023-06-26,lelievreanouk,263h,Kenitra,offline
353,0467780225,inactive,postpaid,2024-03-13,2025-03-13,2024-02-13,eric76,11h,Rabat,offline
354,0328275882,inactive,prepaid,2023-12-10,2024-12-09,2023-11-23,frederique89,110h,Agadir,online
355,+33241062552,inactive,postpaid,2025-03-20,2026-03-20,2025-03-18,gillettristan,305h,Kenitra,offline
356,0444511666,active,prepaid,2024-02-16,2025-02-15,2024-01-29,lemonniermarthe,220h,Marrakech,offline
357,+33369129786,inactive,postpaid,2024-08-19,2025-08-19,2024-07-26,noel59,187h,Casablanca,offline
358,0175589103,suspended,prepaid,2024-02-02,2025-02-01,2024-01-31,moreauvictoire,185h,Fès,online
359,0353245832,suspended,postpaid,2024-09-21,2025-09-21,2024-09-08,berthelotelodie,391h,Fès,online
360,+33(0)764226030,active,postpaid,2024-06-02,2025-06-02,2024-05-28,gmuller,191h,Agadir,offline
361,+33479267425,active,prepaid,2023-09-24,2024-09-23,2023-08-30,aubertmichel,308h,Oujda,online
362,0188355028,active,prepaid,2023-06-14,2024-06-13,2023-06-12,emmanuel00,365h,Agadir,offline
363,+33(0)546888796,inactive,prepaid,2025-01-05,2026-01-05,2024-12-19,mathilde17,310h,Marrakech,offline
364,+33(0)562028989,suspended,postpaid,2023-07-27,2024-07-26,2023-06-27,irodriguez,83h,Oujda,offline
365,+33(0)636260022,inactive,postpaid,2024-12-22,2025-12-22,2024-12-03,hsanchez,362h,Fès,offline
366,+33299225062,active,postpaid,2024-04-23,2025-04-23,2024-03-27,aboulay,169h,Rabat,offline
367,+33603529951,inactive,prepaid,2023-08-04,2024-08-03,2023-07-16,wpinto,305h,Kenitra,offline
368,+33(0)381224054,suspended,prepaid,2024-01-28,2025-01-27,2024-01-07,christine16,369h,Casablanca,offline
369,+33638052862,suspended,postpaid,2023-06-28,2024-06-27,2023-06-22,bouviermichele,75h,Tanger,online
370,0467199047,suspended,prepaid,2025-02-04,2026-02-04,2025-01-16,bda-costa,97h,Casablanca,offline
371,0631044345,inactive,prepaid,2024-01-05,2025-01-04,2023-12-25,ugonzalez,211h,Tanger,offline
372,+33359700062,suspended,postpaid,2023-10-28,2024-10-27,2023-10-11,rioucapucine,446h,Casablanca,online
373,+33169674462,active,postpaid,2023-09-17,2024-09-16,2023-08-31,andreda-silva,339h,Kenitra,offline
374,+33427086499,active,postpaid,2024-03-16,2025-03-16,2024-03-05,albertremy,467h,Agadir,offline
375,0594416574,suspended,postpaid,2023-08-20,2024-08-19,2023-07-29,catherinegimenez,312h,Kenitra,online
376,0472337886,inactive,postpaid,2023-11-18,2024-11-17,2023-11-10,fleurymargaret,115h,Fès,offline
377,0476099351,active,postpaid,2025-01-11,2026-01-11,2024-12-19,juliettedupre,162h,Kenitra,offline
378,+33381791796,suspended,postpaid,2023-06-09,2024-06-08,2023-05-22,hperez,147h,Rabat,offline
379,+33(0)466078773,inactive,postpaid,2024-04-09,2025-04-09,2024-03-11,susanpetitjean,488h,Marrakech,offline
380,0638635825,inactive,prepaid,2024-11-17,2025-11-17,2024-11-15,gilbertroland,177h,Kenitra,offline
381,+33169712074,inactive,prepaid,2024-11-09,2025-11-09,2024-10-16,paul39,103h,Fès,offline
382,+33(0)617860993,active,prepaid,2023-10-04,2024-10-03,2023-09-29,catherinegosselin,124h,Casablanca,online
383,0155925403,active,prepaid,2024-04-10,2025-04-10,2024-03-20,franck48,51h,Oujda,offline
384,0367092742,inactive,prepaid,2023-05-26,2024-05-25,2023-05-03,alix61,348h,Marrakech,online
385,0240384890,active,postpaid,2023-07-11,2024-07-10,2023-06-23,aurorewagner,334h,Kenitra,offline
386,+33(0)246335582,active,postpaid,2024-02-21,2025-02-20,2024-01-31,dbernier,164h,Fès,online
387,+33(0)156936820,active,prepaid,2025-02-23,2026-02-23,2025-01-24,blintherese,273h,Casablanca,online
388,+33470041909,active,prepaid,2024-05-28,2025-05-28,2024-05-14,martinepereira,428h,Oujda,offline
389,0252754021,suspended,postpaid,2024-05-07,2025-05-07,2024-05-01,benoitgiraud,448h,Casablanca,online
390,0228770006,suspended,prepaid,2024-07-24,2025-07-24,2024-07-14,michaudsuzanne,475h,Agadir,offline
391,0458259163,suspended,postpaid,2023-07-22,2024-07-21,2023-07-07,saubry,455h,Marrakech,offline
392,+33(0)141416324,active,prepaid,2024-01-17,2025-01-16,2024-01-08,denise15,169h,Marrakech,offline
393,+33(0)146628089,inactive,prepaid,2023-08-10,2024-08-09,2023-07-20,bernardalex,7h,Agadir,offline
394,0232493841,suspended,prepaid,2025-02-20,2026-02-20,2025-02-01,perretclaire,89h,Oujda,offline
395,+33(0)354624971,inactive,prepaid,2024-01-03,2025-01-02,2023-12-17,odette31,205h,Rabat,online
396,+33(0)797970994,inactive,postpaid,2023-11-26,2024-11-25,2023-11-21,eugene94,479h,Tanger,online
397,0638864941,inactive,prepaid,2023-10-04,2024-10-03,2023-09-25,claude38,228h,Fès,offline
398,+33(0)183893064,suspended,prepaid,2024-08-13,2025-08-13,2024-08-03,guilletolivie,133h,Agadir,online
399,+33230734063,suspended,prepaid,2023-10-01,2024-09-30,2023-09-29,poirieranne,238h,Fès,online
400,0373999407,suspended,postpaid,2023-11-24,2024-11-23,2023-11-11,briandandre,353h,Rabat,offline
401,+33635413327,suspended,prepaid,2024-12-25,2025-12-25,2024-12-13,larochegilles,112h,Marrakech,offline
402,0140770960,inactive,postpaid,2024-01-19,2025-01-18,2024-01-14,marinjules,212h,Kenitra,online
403,+33(0)327260812,active,prepaid,2024-07-31,2025-07-31,2024-07-06,guy84,269h,Kenitra,offline
404,0356521346,suspended,prepaid,2023-09-15,2024-09-14,2023-09-12,chartiermichelle,31h,Tanger,online
405,+33554191102,inactive,postpaid,2024-10-21,2025-10-21,2024-10-15,fischermargaret,59h,Tanger,offline
406,0450011138,suspended,postpaid,2024-05-19,2025-05-19,2024-05-16,thomasjoubert,414h,Casablanca,offline
407,+33(0)498380081,suspended,postpaid,2024-04-30,2025-04-30,2024-04-25,merleadrienne,233h,Casablanca,offline
408,0143471770,inactive,prepaid,2024-01-10,2025-01-09,2023-12-19,xguerin,202h,Fès,online
409,+33(0)655522465,active,prepaid,2024-08-30,2025-08-30,2024-08-06,moniquebigot,23h,Oujda,offline
410,+33(0)482571708,active,prepaid,2025-01-29,2026-01-29,2025-01-06,agathebruneau,478h,Rabat,offline
411,0563528823,inactive,postpaid,2024-09-18,2025-09-18,2024-09-16,valentinebruneau,92h,Marrakech,offline
412,0147914418,inactive,postpaid,2024-10-29,2025-10-29,2024-10-17,tfoucher,445h,Oujda,offline
413,0634150862,suspended,prepaid,2024-11-30,2025-11-30,2024-11-27,suzannenoel,334h,Agadir,online
414,0139759189,suspended,postpaid,2025-04-08,2026-04-08,2025-04-02,frederique53,270h,Marrakech,online
415,0175958485,active,prepaid,2024-06-06,2025-06-06,2024-05-10,umichel,500h,Fès,offline
416,+33(0)234943097,suspended,postpaid,2024-01-27,2025-01-26,2024-01-05,vlucas,272h,Oujda,online
417,+33(0)367172918,inactive,postpaid,2024-08-01,2025-08-01,2024-07-24,udelattre,79h,Fès,online
418,0449097929,suspended,prepaid,2024-08-20,2025-08-20,2024-07-21,margaud77,16h,Oujda,online
419,+33(0)449698365,active,prepaid,2025-02-06,2026-02-06,2025-01-29,charlesroche,51h,Casablanca,offline
420,+33(0)443999705,suspended,prepaid,2024-08-29,2025-08-29,2024-08-09,morenocaroline,125h,Casablanca,offline
421,+33(0)170048409,active,prepaid,2024-05-16,2025-05-16,2024-05-01,agathebigot,386h,Casablanca,online
422,+33411834289,inactive,prepaid,2023-06-28,2024-06-27,2023-06-11,emile84,417h,Agadir,offline
423,0231462628,inactive,prepaid,2024-08-27,2025-08-27,2024-08-19,bernardvasseur,338h,Tanger,offline
424,+33188075153,inactive,prepaid,2024-10-03,2025-10-03,2024-09-23,adrien50,285h,Marrakech,offline
425,0384960257,inactive,prepaid,2024-05-07,2025-05-07,2024-04-19,normandpaulette,497h,Agadir,offline
426,0180611360,suspended,postpaid,2023-07-23,2024-07-22,2023-06-27,jacquesaurelie,356h,Oujda,offline
427,0179103407,inactive,postpaid,2023-11-18,2024-11-17,2023-11-13,weissmadeleine,94h,Kenitra,online
428,0636523103,active,postpaid,2024-08-09,2025-08-09,2024-07-12,juliettealbert,439h,Marrakech,offline
429,+33586518344,active,postpaid,2023-07-05,2024-07-04,2023-06-05,jacquotmargot,495h,Oujda,online
430,+33(0)492261509,active,postpaid,2023-12-14,2024-12-13,2023-12-01,mariannefrancois,104h,Agadir,online
431,0360108284,inactive,postpaid,2025-03-29,2026-03-29,2025-02-27,charrierclemence,47h,Tanger,online
432,+33(0)411567738,inactive,prepaid,2024-01-28,2025-01-27,2024-01-19,morvanfrederic,447h,Rabat,online
433,0475185444,suspended,prepaid,2023-11-19,2024-11-18,2023-10-24,sylvie19,245h,Tanger,offline
434,0276920250,active,prepaid,2025-04-08,2026-04-08,2025-03-29,rochejerome,479h,Tanger,online
435,0485472225,inactive,prepaid,2025-01-28,2026-01-28,2025-01-04,gilbertklein,356h,Tanger,offline
436,+33(0)140592952,active,postpaid,2025-02-15,2026-02-15,2025-01-16,edithgermain,397h,Fès,offline
437,+33(0)476145573,suspended,postpaid,2024-09-20,2025-09-20,2024-09-05,legendrezoe,157h,Fès,offline
438,+33229965737,inactive,postpaid,2024-02-26,2025-02-25,2024-02-09,aubertmargot,50h,Kenitra,offline
439,0630766362,active,postpaid,2024-09-25,2025-09-25,2024-08-26,dalves,160h,Oujda,online
440,0479500058,active,prepaid,2024-07-08,2025-07-08,2024-06-19,dweiss,8h,Fès,offline
441,0254541823,active,prepaid,2024-08-17,2025-08-17,2024-08-07,bouvetphilippine,168h,Tanger,offline
442,0310513718,active,postpaid,2024-02-09,2025-02-08,2024-01-21,eugeneboutin,281h,Agadir,offline
443,0285628635,inactive,postpaid,2024-04-21,2025-04-21,2024-03-27,pierre04,235h,Marrakech,offline
444,0181245730,active,postpaid,2024-04-05,2025-04-05,2024-03-30,alfred29,94h,Casablanca,online
445,+33423370552,active,prepaid,2024-05-18,2025-05-18,2024-04-21,rgallet,391h,Casablanca,offline
446,+33493845913,suspended,prepaid,2023-07-23,2024-07-22,2023-07-18,perrinmargot,34h,Marrakech,online
447,+33470203193,suspended,postpaid,2024-10-09,2025-10-09,2024-10-02,lsamson,191h,Casablanca,offline
448,+33(0)140316077,inactive,prepaid,2023-10-28,2024-10-27,2023-10-06,stephanie67,3h,Oujda,online
449,+33(0)218287762,suspended,postpaid,2024-08-11,2025-08-11,2024-08-10,xaviernguyen,274h,Fès,online
450,0230211571,suspended,postpaid,2024-02-13,2025-02-12,2024-01-27,cordierines,412h,Marrakech,online
451,+33533902600,active,prepaid,2023-05-27,2024-05-26,2023-04-27,carlierdominique,123h,Tanger,offline
452,0565571332,inactive,postpaid,2024-08-25,2025-08-25,2024-07-29,barthelemymadeleine,407h,Oujda,online
453,0488840666,inactive,postpaid,2023-12-07,2024-12-06,2023-11-25,fabrevictor,289h,Tanger,online
454,+33(0)290659191,suspended,prepaid,2024-12-26,2025-12-26,2024-12-16,maillotbernadette,334h,Casablanca,online
455,0562951836,inactive,postpaid,2023-08-20,2024-08-19,2023-08-07,tlabbe,282h,Kenitra,online
456,+33388424645,active,prepaid,2023-08-06,2024-08-05,2023-07-16,augustinmaillet,42h,Kenitra,offline
457,0423889968,inactive,prepaid,2023-04-19,2024-04-18,2023-03-29,garcialaetitia,458h,Casablanca,online
458,0420400415,suspended,postpaid,2023-11-17,2024-11-16,2023-11-10,charlotteruiz,138h,Casablanca,online
